===== Starting battle of <AnybodyThere> vs <SeeSawRush> with memory tape size: 10 =====

[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128< ]
[ 128 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 128 ]
[ 128 | 0 | >0 | 0 | 0 | 0 | 0 | 0< | 0 | 128 ]
[ 128 | 0 | 0 | >0 | 0 | 0 | 0< | 0 | 0 | 128 ]
[ 128 | 0 | 0 | >1 | 0 | 0< | 0 | 0 | 0 | 128 ]
[ 128 | 0 | >0 | 1 | 0 | -1< | 0 | 0 | 0 | 128 ]
[ 128 | 0 | >1 | 1 | 0 | -2< | 0 | 0 | 0 | 128 ]
[ 128 | 0 | >2 | 1 | 0 | -3< | 0 | 0 | 0 | 128 ]
[ 128 | 0 | >3 | 1 | 0 | -4< | 0 | 0 | 0 | 128 ]
[ 128 | 0 | >4 | 1 | 0 | -5< | 0 | 0 | 0 | 128 ]
[ 128 | 0 | >5 | 1 | 0 | -6< | 0 | 0 | 0 | 128 ]
[ 128 | >0 | 5 | 1 | 0 | -6 | 0< | 0 | 0 | 128 ]
[ 128 | >-1 | 5 | 1 | 0 | -6 | 1< | 0 | 0 | 128 ]
[ 128 | >-2 | 5 | 1 | 0 | -6 | 2< | 0 | 0 | 128 ]
[ 128 | >-3 | 5 | 1 | 0 | -6 | 3< | 0 | 0 | 128 ]
[ 128 | >-4 | 5 | 1 | 0 | -6 | 4< | 0 | 0 | 128 ]
[ 128 | >-5 | 5 | 1 | 0 | -6 | 5< | 0 | 0 | 128 ]
[ 128 | -5 | >5 | 1 | 0 | -6 | 5 | 0< | 0 | 128 ]
[ 128 | -5 | 5 | >1 | 0 | -6 | 5 | -1< | 0 | 128 ]
[ 128 | -5 | 5 | >1 | 0 | -6 | 5 | -2< | 0 | 128 ]
[ 128 | -5 | 5 | 1 | >0 | -6 | 5 | -3< | 0 | 128 ]
[ 128 | -5 | 5 | 1 | >0 | -6 | 5 | -4< | 0 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | >-6 | 5 | -4 | 0< | 128 ]
[ 128 | -5 | 5 | 1 | 0 | >-6 | 5 | -4 | 1< | 128 ]
[ 128 | -5 | 5 | 1 | 0 | >-6 | 5 | -4 | 2< | 128 ]
[ 128 | -5 | 5 | 1 | 0 | >-5 | 5 | -4 | 3< | 128 ]
[ 128 | -5 | 5 | 1 | 0 | >-4 | 5 | -4< | 3 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | >-3 | 5< | -4 | 3 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | >-2< | 5 | -4 | 3 | 128 ]
[ 128 | -5 | 5 | 1 | 0< | >-1 | 5 | -4 | 3 | 128 ]
[ 128 | -5 | 5 | 1 | -1< | >0 | 5 | -4 | 3 | 128 ]
[ 128 | -5 | 5 | 1 | -2< | >1 | 5 | -4 | 3 | 128 ]
[ 128 | -5 | 5 | 1 | -3< | >2 | 5 | -4 | 3 | 128 ]
[ 128 | -5 | 5 | 1 | -4< | >3 | 5 | -4 | 3 | 128 ]
[ 128 | -5 | 5 | 1 | -5< | >4 | 5 | -4 | 3 | 128 ]
[ 128 | -5 | 5 | 1< | -5 | >4 | 5 | -4 | 3 | 128 ]
[ 128 | -5 | 5 | 2< | -5 | >3 | 5 | -4 | 3 | 128 ]
[ 128 | -5 | 5 | 3< | -5 | >3 | 5 | -4 | 3 | 128 ]
