===== Starting battle of <2BotsOneCup> vs <DecoyBot> with memory tape size: 15 =====

[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128< ]
[ 128 | 21< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | >-17 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 21< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | >-17 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 20< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | >-18 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 20< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | >-18 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 19< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | >-19 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 19< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | >-19 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 18< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | >-20 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 18< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | >-20 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 17< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | >-21 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 17< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | >-21 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 16< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | >-22 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 16< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | >-22 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 15< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | >-23 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 15< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | >-23 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 14< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | >-24 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 14< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | >-24 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 13< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | >-25 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 13< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | >-25 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 12< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | >-26 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 12< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | >-26 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 11< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | >-27 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 11< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | >-27 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 10< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | >-28 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 10< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | >-28 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 9< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | >-29 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 9< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | >-29 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 8< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | >-30 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 8< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | >-30 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 7< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | >-31 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 7< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | >-31 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 6< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | >-32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 6< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | >-32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 5< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 5< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 4< | 0 | 0 | 0 | 0 | 0 | 0 | >0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 4< | 0 | 0 | 0 | 0 | 0 | >0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 3< | 0 | 0 | 0 | 0 | >0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 3< | 0 | 0 | 0 | >0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 2< | 0 | 0 | >0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 2< | 0 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 1< | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >1< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >1< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >2< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >2< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >3< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >3< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >4< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >4< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >5< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >5< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >6< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >6< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >7< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >7< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >8< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >8< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >9< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >9< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >10< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >10< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >11< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >11< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >12< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >12< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >13< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >13< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >14< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >14< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >15< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >15< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >16< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >16< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >17< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >17< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >18< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >18< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >19< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >19< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >20< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >20< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >21< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >21< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >22< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >22< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >23< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >23< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >24< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >24< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >25< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >25< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >26< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >26< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | >27< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 26< | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 26< | 0 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 25< | 0 | 0 | >0 | 0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 25< | 0 | 0 | 0 | >0 | 0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 24< | 0 | 0 | 0 | 0 | >0 | 0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 24< | 0 | 0 | 0 | 0 | 0 | >0 | 0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 23< | 0 | 0 | 0 | 0 | 0 | 0 | >0 | 0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 23< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >0 | 128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 22< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >128 | -32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 22< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | >-32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 21< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | >-33 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 21< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | >-33 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 20< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | >-34 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 20< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | >-34 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 19< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | >-35 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 19< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | >-35 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 18< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | >-36 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 18< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | >-36 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 17< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | >-37 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 17< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | >-37 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 16< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | >-38 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 16< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | >-38 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 15< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | >-39 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 15< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | >-39 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
[ 128 | 14< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 | >-40 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -10 | 10 | 128 ]
